"X","Age","Education","Income","Occupation","Settlement.size","Sex_Female","Sex_Male","Marital.status_Married","Marital.status_Single","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
46,39,1,140182,1,0,0,1,0,1,-1.72189968081533,0.452578007920445,-0.628798028126993,0.118185844444903,1.10967554846205,0.112235718341136,0.271860779136286,-2.91433543964104e-16,-1.11022302462516e-16
47,23,1,65421,0,0,1,0,1,0,2.80994156456643,1.42842480749483,0.143715749717294,-0.342099626583724,-0.269242699162281,0.0149776898476304,0.186364942218107,7.28583859910259e-16,0
48,39,1,130500,0,0,0,1,0,1,-1.36382427476676,1.27391203647653,-1.24811488333325,-0.245731833026633,0.565777837524718,-0.835861821449809,0.328934403506085,-4.02455846426619e-16,-5.55111512312578e-16
49,28,1,122831,1,0,1,0,1,0,2.13501386281814,-0.156190163393975,0.647493774530585,0.345891615080588,0.792853942767223,0.160168879913186,-0.0604677861750055,1.73472347597681e-16,2.22044604925031e-16
50,29,0,84531,0,0,0,1,0,1,-1.25165143282931,2.89609930447795,-0.0161209097413399,-0.316786720020928,0.242233334825885,-0.34366438138839,-0.341211916520045,-1.95676808090184e-15,-9.99200722162641e-16
51,30,0,180196,2,2,0,1,0,1,-2.96250209583946,-0.669619017905168,2.24434483270607,0.852768918478159,0.173007032654651,-0.122767318266786,-0.404460989352841,-2.51187959321442e-15,-3.33066907387547e-16
52,25,0,92058,1,2,0,1,0,1,-2.12439273880471,1.31493011043014,1.6381293795559,-0.034918313810803,-1.24155347805482,0.266177355942077,-0.218262058992866,-1.73472347597681e-15,-5.55111512312578e-16
53,31,0,117158,1,0,0,1,0,1,-1.75693343872322,1.71929453346002,0.569827762999367,0.201805566955799,1.03761542346809,0.216281136810344,-0.466584700239988,-2.17881268582687e-15,-7.7715611723761e-16
54,57,2,135830,1,1,0,1,0,1,-1.95668049079082,-1.19278123545148,-2.05678528930312,-0.144013956077739,-0.203992169010038,0.360366894357882,0.366973417195235,7.07767178198537e-16,2.22044604925031e-16
55,26,0,58258,0,0,0,1,0,1,-1.07409306233366,3.3233023022724,0.0610825496862717,-0.495868928614746,-0.0415721831998382,0.0969901822879047,-0.222692103292768,-1.62370117351429e-15,-8.88178419700125e-16
56,52,1,202575,2,2,0,1,0,1,-3.10154009882833,-2.3257833627219,0.274551953932804,0.803870439067945,0.155733658148135,-0.140741328362704,-0.46231472406152,-1.84574577843932e-15,-2.22044604925031e-16
57,31,1,183657,1,1,1,0,1,0,1.48554934240516,-1.48388708240912,1.09667829244416,0.721064681728435,0.459809921011092,-1.05827395422462,-0.132243449040942,-4.92661467177413e-16,1.11022302462516e-16
58,23,1,152267,2,1,1,0,1,0,1.44701449297997,-1.54331800494881,2.01851230331663,0.795826497741126,0.579413503649595,0.560989293465133,0.183938748794066,5.06539254985228e-16,6.66133814775094e-16
59,23,1,115240,0,0,1,0,1,0,2.54537677399377,0.780015545914938,0.309796530839232,-0.018334508224918,0.302203456745983,-0.851011460838624,0.284669914367705,5.06539254985228e-16,0
60,27,1,106955,1,2,0,1,1,0,-0.222560762865948,-0.610557364863212,1.46793760632671,-1.86960484480925,-0.915577664319529,0.0679246135223918,0.0868117106564084,6.17561557447743e-16,-1.11022302462516e-16
61,50,1,123641,1,1,0,1,0,1,-2.06193209218929,-0.0955028269976652,-0.876968812677068,0.0128000682560726,-0.157622514561461,0.281417778647586,-0.406879584001586,-1.29063426612674e-15,-5.55111512312578e-16
62,61,2,166410,2,1,0,1,0,1,-2.47644858335252,-2.39977835584015,-1.58752021848238,0.366834227904466,0.556204907576914,0.966589039752033,0.123986195537403,3.7470027081099e-16,4.44089209850063e-16
63,25,0,227385,1,2,0,1,0,1,-2.84304946442799,-0.446391476551186,2.08926677426251,0.844548599859527,0.310707585808317,-2.08617242616754,0.0487709397844819,-2.51187959321442e-15,-5.55111512312578e-16
64,26,1,118372,1,1,1,0,1,0,1.89563843587449,-0.49209650709384,1.15368764062837,0.282891192145234,-0.2597756327411,0.0498206071990869,0.0228714349853727,2.84494650060196e-16,2.22044604925031e-16
65,48,1,148115,1,1,0,1,0,1,-2.16654503517229,-0.357204624628107,-0.685520689626179,0.166293389609715,0.134810192922332,-0.15470085024278,-0.245011234696568,-1.17961196366423e-15,-4.44089209850063e-16
66,29,1,111069,1,0,1,0,1,0,2.18479783736025,-0.0315215323731791,0.553353212694675,0.272231897763137,0.652086050938582,0.369971407859725,-0.140464670601475,1.73472347597681e-16,1.11022302462516e-16
67,22,1,139780,1,0,0,1,1,0,0.243336735931966,0.00585454444600428,1.02961622948161,-1.61325200675242,1.5165779820957,-0.175071254988433,0.478396025407225,1.06165076729781e-15,0
68,37,1,106978,1,2,0,1,0,1,-2.0970359694596,0.0400202416346261,0.192768313526387,-0.160086543091949,-1.28585986616535,0.324389852620682,0.277041841757278,-1.80411241501588e-16,-1.11022302462516e-16
69,25,1,110019,1,2,1,0,1,0,1.66426381295114,-0.805738605049824,1.59197036711605,0.197363831579838,-1.3629236299023,0.0125077125971368,0.0417392443476571,2.84494650060196e-16,3.33066907387547e-16
70,30,1,169102,1,1,1,0,1,0,1.57552231989944,-1.26603204701754,1.10308630411275,0.623694739280562,0.298710081953169,-0.810615744729418,-0.10417638962222,-3.81639164714898e-16,1.11022302462516e-16
71,46,1,73703,0,0,0,1,0,1,-1.1509511994915,1.81422072169321,-1.82196653919168,-0.595389280420959,-0.126676622373081,0.188853649300414,-0.180653091684739,-7.35522753814166e-16,-7.7715611723761e-16
72,51,1,141858,2,2,0,1,0,1,-2.7664229020118,-1.50711602011719,0.127070465247086,0.406501592714349,-0.534864915309059,0.909337467133401,-0.525336488673183,-1.40165656858926e-15,-2.22044604925031e-16
73,41,2,135959,0,0,1,0,1,0,2.4658676758075,-0.740874060393731,-1.4458111592806,-0.0891390386772699,0.28929915929972,-0.861518621087061,0.450691017722947,1.50573997714787e-15,2.22044604925031e-16
74,40,1,140888,2,2,0,1,0,1,-2.62180973282168,-1.18190049494834,0.728064326431137,0.369623239457803,-0.481613699544628,0.867380467450549,0.0974131230817806,-5.13478148889135e-16,1.11022302462516e-16
75,66,2,157299,2,2,0,1,0,1,-2.77986799486577,-2.87405886514499,-1.4813430791677,0.293057750152314,-0.590752714215197,0.974534907321172,-0.199367344099721,-6.93889390390723e-17,2.22044604925031e-16
76,34,1,125187,1,1,0,1,0,1,-1.86728838882683,0.33905287616058,0.00706147553357162,-0.0216247288813234,-0.0462491342743424,0.168990326926134,0.504772732023273,4.16333634234434e-17,0
77,51,1,155486,1,2,0,1,0,1,-2.53213571467996,-0.989168649009613,-0.414538226247482,0.194071598836297,-0.81138652688226,-0.443951005885762,-0.422266579737112,-1.62370117351429e-15,-5.55111512312578e-16
78,39,1,151697,0,0,0,1,0,1,-1.47639136494859,0.998026709237749,-1.17745079297732,-0.107976173261249,0.808916884209466,-1.20432309179037,0.370761226498418,-5.13478148889135e-16,-4.44089209850063e-16
79,22,1,126400,1,1,0,1,1,0,0.0259797360682181,-0.270776972163818,1.3962107528892,-1.72866947721347,0.349915547812733,-0.119654162840415,0.430556739126989,1.06165076729781e-15,0
80,44,2,159246,1,2,1,0,1,0,1.42068405319704,-2.72608573629872,-0.12353044800273,0.314607392403325,-1.05468095339456,-0.488198587705634,0.207225942018764,1.06165076729781e-15,5.55111512312578e-16
81,47,1,136138,1,1,0,1,0,1,-2.09026257796337,-0.17290303423448,-0.670518441747869,0.0856774260680621,0.0032811639957144,0.0481447369503067,-0.211857155903679,-1.06858966120171e-15,-4.44089209850063e-16
82,24,1,84792,0,0,1,0,1,0,2.69439312326521,1.1478880843181,0.153362758058812,-0.213431327885906,-0.052901191527024,-0.31639564338962,0.167801019070134,6.17561557447743e-16,0
83,58,2,100210,0,0,1,0,1,0,2.44018132391646,-0.758684771321312,-2.49879320202787,-0.274214160810194,-0.220250394490449,-0.149203281806267,-0.585239719491647,2.84494650060196e-16,-3.33066907387547e-16
84,52,1,93706,0,0,0,1,0,1,-1.33324769158969,1.38337165417582,-2.08486152203958,-0.448716226904827,0.0676516851666997,-0.126769997998727,-0.48190795145719,-1.29063426612674e-15,-9.99200722162641e-16
85,29,1,133783,2,1,1,0,1,0,1.46910398002167,-1.47324719751035,1.62731384141375,0.692379153210822,0.332278750862164,0.914373945057216,-0.193260298198554,6.24500451351651e-17,4.44089209850063e-16
86,27,1,110064,1,2,1,0,1,0,1.63866811866622,-0.863158963317282,1.48226083119716,0.203215277022791,-1.37411246864697,0.0224197137816824,-0.0717471701104947,6.24500451351651e-17,2.22044604925031e-16
87,47,1,241068,1,1,0,1,0,1,-2.64749543038492,-1.53859852827447,-0.3207150261208,0.767599461223114,1.20687507674896,-1.77582285737131,-0.00480481186511186,-1.62370117351429e-15,-4.44089209850063e-16
88,30,0,149022,2,2,0,1,0,1,-2.79695194868051,-0.263880036382222,2.1404205815028,0.650174450509765,-0.184572655100708,0.419121233962149,-0.465974853577165,-2.4008572907519e-15,-3.33066907387547e-16
89,28,0,92973,1,2,0,1,0,1,-2.16728694584181,1.21776910575364,1.47639037249204,-0.0206333888104456,-1.24861553307395,0.266313512334471,-0.386819357592582,-2.06779038336435e-15,-6.66133814775094e-16
90,56,1,110605,1,1,0,1,0,1,-2.0687743175272,-0.0963393773361034,-1.25000536656188,-0.0552416606492929,-0.342266276815396,0.540101434777322,-0.773328405412179,-1.73472347597681e-15,-7.7715611723761e-16
91,54,1,116604,1,1,0,1,0,1,-2.07527540547839,-0.117583496014969,-1.12014704722499,-0.021814188904815,-0.26175006164187,0.425128343913181,-0.647915712793643,-1.62370117351429e-15,-6.66133814775094e-16
92,33,1,71070,0,0,1,0,1,0,2.65315883323963,1.07072802559552,-0.386750030264475,-0.277592755619021,-0.262971193059295,-0.029746114689953,-0.370364262312572,-1.59594559789866e-16,-3.33066907387547e-16
93,20,0,128678,1,1,0,1,0,1,-1.96706041904085,1.43117271498375,1.6236585412084,0.217634426831659,0.220944646414592,-0.219949437503297,0.15937341080872,-1.40165656858926e-15,-3.33066907387547e-16
94,54,1,165230,1,2,0,1,0,1,-2.62191650185649,-1.2012417428587,-0.546844141187339,0.265734677352178,-0.71717601299166,-0.597286782117646,-0.57340211958798,-1.95676808090184e-15,-6.66133814775094e-16
95,58,2,268340,1,1,0,1,0,1,-2.67305584231907,-2.94585605545649,-1.66996865701582,0.719925257853163,1.31010414368564,-1.93766868660598,0.571660186434372,-6.93889390390723e-17,2.22044604925031e-16
96,61,2,135070,1,1,1,0,1,0,1.62195081061724,-2.44374628239643,-1.54913098034494,0.233206358309596,-0.418295169064398,0.200110213538827,-0.784431158259706,-1.59594559789866e-16,-1.11022302462516e-16
97,34,1,134794,1,2,0,1,0,1,-2.20671830948172,-0.236761355797544,0.450287382863964,0.0123463627667403,-0.949240423294189,-0.175168899334987,0.502292372955603,-6.93889390390723e-17,0
98,36,1,120153,1,1,0,1,0,1,-1.86591195257284,0.347737229741298,-0.119579839170894,-0.0487808314851873,-0.115696368929362,0.267189104166712,0.381264218495533,-6.93889390390723e-17,0
99,36,1,195465,2,2,0,1,0,1,-2.86092853526802,-1.77856721739831,1.12972587727479,0.713191785680648,0.167818856706557,-0.102704056016226,0.432257204181028,-4.02455846426619e-16,3.33066907387547e-16
100,41,1,93372,0,0,0,1,1,0,0.55555744713569,0.765259141040534,-0.755799228985981,-2.16303516325766,0.440219082675438,-0.383176326310639,-0.615964155813642,-4.92661467177413e-16,-9.99200722162641e-16
101,24,0,110446,1,0,0,1,0,1,-1.63254070608424,2.00557457530888,0.931960509841701,0.138728938960226,1.00159331989456,0.295524094991519,-0.0823158681345109,-1.62370117351429e-15,-5.55111512312578e-16
102,24,1,95186,1,1,1,0,1,0,2.04412487101415,-0.133489077182625,1.1862524053567,0.12665036506192,-0.514024387964063,0.442161861520084,0.0906950428734636,5.06539254985228e-16,3.33066907387547e-16
103,35,1,115343,1,1,0,1,0,1,-1.8276899914404,0.438758160592519,-0.0806850812401757,-0.0828196938550468,-0.165016710419569,0.345452820126567,0.428560526867422,4.16333634234434e-17,0
104,26,1,107276,1,1,0,1,1,0,0.0768246767314524,-0.135541702589094,1.11273828518885,-1.84183506992109,0.10714471832073,0.234161199075952,0.165670027256745,7.28583859910259e-16,-1.11022302462516e-16
105,39,1,244716,2,2,0,1,0,1,-3.16051203187577,-2.50483579283548,1.12912379861797,1.04160406693045,0.715192285980199,-0.942778493725896,0.359078558983087,-9.57567358739198e-16,2.22044604925031e-16
106,39,1,183108,2,2,0,1,0,1,-2.83334152227902,-1.70298915224827,0.923742222043558,0.641224263806157,0.00852104060802514,0.128135406502506,0.23751103004448,-6.24500451351651e-16,2.22044604925031e-16
107,32,0,152876,1,2,0,1,0,1,-2.53611646079963,0.324444213244125,1.45636891524399,0.379783908715403,-0.584911416000142,-0.753574423914172,-0.495766628003417,-2.73392419813945e-15,-7.7715611723761e-16
108,30,1,165147,1,0,1,0,1,0,1.88493718211645,-0.763780294162763,0.678702376246036,0.626455024194934,1.26653233251768,-0.564703586447957,-0.0905432634859709,-1.59594559789866e-16,1.11022302462516e-16
109,35,1,140520,1,0,0,1,1,0,0.0745882654276236,-0.373202131319851,0.31799606940051,-1.57230938578729,1.44898355489998,-0.118422009306031,-0.258382642515703,-4.85722573273506e-17,-4.44089209850063e-16
110,31,1,124203,1,1,0,1,1,0,-0.0764582957295711,-0.497938370530068,0.894518667559355,-1.71793191080609,0.272042437965216,-0.0333403486604912,-0.0848669215081284,2.84494650060196e-16,-3.33066907387547e-16
111,23,1,107205,1,1,1,0,1,0,1.99297609285942,-0.26150264046272,1.28124972386674,0.201980281207494,-0.370308591479197,0.227891977510068,0.171199050643285,6.17561557447743e-16,3.33066907387547e-16
112,28,0,121432,0,2,0,1,0,1,-2.01176007904999,1.54268655336834,0.984223541830074,-0.136679262766792,-1.35501895804615,-1.344777909235,-0.254484287935687,-2.28983498828939e-15,-9.99200722162641e-16
113,25,1,162445,1,0,1,0,1,0,1.9626780090929,-0.586526277539039,0.944343642472642,0.594997695157893,1.2648017091175,-0.544471065960395,0.188063060995558,2.84494650060196e-16,3.33066907387547e-16
114,35,1,134112,1,1,0,1,1,0,-0.17979367913338,-0.74057632385121,0.707833034566911,-1.64241702656092,0.362293071057461,-0.184197160249696,-0.292464481520261,-1.59594559789866e-16,-4.44089209850063e-16
115,47,1,131842,1,1,0,1,0,1,-2.06744858450103,-0.11698930277164,-0.684839946308375,0.0577584604431112,-0.0459958725923725,0.12282085231489,-0.220334206032238,-1.06858966120171e-15,-4.44089209850063e-16
116,30,1,189896,2,0,1,0,1,0,1.44684817283301,-1.78121585715801,1.34824784160432,1.08829054502567,1.98325525534344,0.121488685605983,-0.117886041885798,-1.59594559789866e-16,4.44089209850063e-16
117,27,1,109099,1,2,1,0,1,0,1.64379277036341,-0.850599198219135,1.47904382656473,0.196943907882177,-1.38518144916547,0.0391940274052444,-0.0736513492012906,6.24500451351651e-17,2.22044604925031e-16
118,23,1,153539,1,1,1,0,1,0,1.7469184641155,-0.864553579382467,1.43571261779283,0.503096983550715,0.161163059654979,-0.577518434338763,0.262627272397625,2.84494650060196e-16,3.33066907387547e-16
119,36,1,180495,2,1,0,1,1,0,-0.745448836236961,-2.06800223532589,1.39456963415602,-1.03720635898551,1.32131512111784,0.13128470941661,-0.33390573510695,-2.70616862252382e-16,-1.11022302462516e-16
120,25,1,104653,1,2,1,0,1,0,1.69276006269949,-0.735898501923753,1.57408182114965,0.16249111986115,-1.42447404385288,0.105783325969193,0.031150824657283,2.84494650060196e-16,3.33066907387547e-16
121,41,2,166933,2,2,1,0,1,0,1.11123821567052,-3.43620223550888,0.653925036025912,0.657221410499516,-0.516109269261915,0.478536120784571,0.316578514261054,1.50573997714787e-15,9.99200722162641e-16
122,24,0,66118,0,0,0,1,0,1,-1.0904770278066,3.27783670914001,0.197144854122578,-0.450347137729664,0.0602905322275123,-0.0503321289425037,-0.0936072062307389,-1.51267887105178e-15,-8.88178419700125e-16
123,63,2,135754,1,0,0,1,0,1,-1.74393529790973,-0.911519842919759,-2.79781651368943,-0.0993677223345507,0.773208915643061,0.570934195875242,0.0475351201808005,3.7470027081099e-16,0
124,27,1,116103,1,2,1,0,1,0,1.60659788902957,-0.941758363760506,1.50239294619736,0.242461700069597,-1.30484244444877,-0.0825544623558212,-0.0598307581630163,6.24500451351651e-17,2.22044604925031e-16
125,30,0,104293,1,1,0,1,0,1,-1.96434699588724,1.46437747190077,0.993068909278247,0.0869554938904553,-0.11728722664597,0.257399022591307,-0.456620161403788,-2.17881268582687e-15,-7.7715611723761e-16
126,40,1,71702,0,0,0,1,1,0,0.683314773671991,1.07571804034229,-0.773110375824846,-2.30664426781483,0.197507019380029,-0.0118401464199499,-0.601936717359701,-2.70616862252382e-16,-9.99200722162641e-16
127,30,0,99066,1,2,0,1,0,1,-2.22500066444243,1.08163220933737,1.38684295472537,0.0245229691324383,-1.19043111360522,0.17109489300575,-0.488371600920025,-2.28983498828939e-15,-6.66133814775094e-16
128,34,1,143979,2,2,0,1,0,1,-2.56215438714323,-1.05162677994557,1.06794739734243,0.373034122660157,-0.411043524085042,0.781567846539802,0.44423804702298,4.16333634234434e-17,3.33066907387547e-16
129,29,1,123818,1,0,1,0,1,0,2.11709401923843,-0.197453599975542,0.595854344361782,0.355085457528616,0.798322768690332,0.148359258236106,-0.115307800934576,6.24500451351651e-17,1.11022302462516e-16
130,24,1,176714,1,2,1,0,1,0,1.32275704910118,-1.64537674502039,1.86924016778396,0.628023674287288,-0.592049720640381,-1.15217913688633,0.230132263483653,6.24500451351651e-17,3.33066907387547e-16
131,29,0,149249,1,2,0,1,0,1,-2.47882012381145,0.456902713201639,1.6090669725015,0.347874161840076,-0.608957210894157,-0.706568675076412,-0.332560763283741,-2.4008572907519e-15,-6.66133814775094e-16
132,27,0,77535,0,0,0,1,0,1,-1.18914231476489,3.04398901735392,0.0704161917734403,-0.367811519760677,0.173691102498901,-0.232749176358035,-0.241441511243367,-1.84574577843932e-15,-9.99200722162641e-16
